node idx,node anomaly score
862,0.0
864,6.604548805557609e-33
865,1.561884371836797e-10
866,0.018303783610463142
868,3.06807876881976e-08
871,2.040929381053047e-08
872,0.187707781791687
873,1.4111657037574332e-05
876,8.194705878850073e-05
878,0.0
882,0.0194415096193552
883,0.059953201562166214
888,1.0461846944309627e-09
891,1.319528264431824e-09
892,0.02399558760225773
893,6.005252718710441e-12
897,0.026944883167743683
900,0.0
905,0.002672526752576232
906,0.00014498412201646715
907,2.607771705243067e-07
908,0.0998220220208168
909,0.008579963818192482
910,0.0
912,0.0010375151177868247
913,5.949519441559095e-14
914,0.007720151916146278
917,0.004924096632748842
919,0.0
920,0.18438853323459625
923,0.7128595113754272
926,0.0
927,0.0014300115872174501
928,0.5789290070533752
930,0.006358025129884481
935,0.0
937,0.006181212142109871
939,0.04045949503779411
940,0.005821590311825275
941,0.0017529773758724332
942,1.1516330261221534e-17
952,0.5078866481781006
955,0.0006198891205713153
958,0.2593842148780823
960,7.818804106561792e-27
961,0.06062055379152298
962,0.0
965,7.395410851469758e-20
967,4.287940313929539e-08
969,6.645376658892879e-14
970,0.0
972,0.018068118020892143
973,0.0008674802957102656
976,0.24849995970726013
978,0.0015996439615264535
980,4.776705281983595e-06
981,0.00014936622756067663
982,9.008226334117353e-05
986,0.0004920395440421999
987,0.0
989,3.4736155618553255e-10
991,1.7803308803811367e-19
993,0.0
995,0.0
997,0.34938308596611023
1000,9.38066802869815e-38
1004,1.191247708115517e-11
1007,0.00028422108152881265
1008,8.595866610869092e-26
1011,0.007128563709557056
1014,0.00011350811109878123
1016,6.174214649945498e-05
1023,2.3700048146224617e-08
1024,0.0
1028,3.9158181362367125e-38
1030,0.000173022344824858
1031,0.011696112342178822
1032,0.22924724221229553
1033,6.531234362228133e-07
1035,4.6300447200178785e-14
1036,0.0
1041,2.1786158565457515e-16
1042,2.9215212605897267e-13
1049,0.23513440787792206
1050,5.023729526774521e-25
1051,0.0
1055,0.27081677317619324
1056,0.0028074218425899744
1060,4.5233220589580014e-05
1061,0.03592650592327118
1062,0.00021662334620486945
1063,0.47471386194229126
1064,0.1378268301486969
1065,3.4293765337244445e-14
1070,0.0005702284397557378
1071,0.0
1072,0.0
1076,0.0009130669059231877
1079,1.365330210001403e-10
1080,1.6972874928439241e-12
1081,1.410641068308801e-29
1083,0.7119881510734558
1084,0.0
1085,0.020651480183005333
1088,0.01516053918749094
1090,0.0
1092,6.746664338308506e-11
1093,1.3526673114938603e-07
1094,5.666592084452304e-09
1098,0.0
1100,0.11132945865392685
1103,0.10545603930950165
1107,2.4537452204909485e-26
1111,0.0
1114,0.05107283219695091
1119,6.211078873441522e-10
1122,0.003984210547059774
1125,0.2835364043712616
1126,0.010422502644360065
1128,0.00010581249807728454
1131,0.5228945016860962
1137,7.106022621883312e-06
1139,0.016537241637706757
1146,5.402375609264709e-05
1149,0.01166840922087431
1152,0.0
1153,0.0012480363948270679
1156,5.613718741993089e-20
1160,1.8648722286522653e-21
1161,0.0003864386526402086
1162,9.778080580467863e-16
1163,1.8648901232154458e-06
1167,7.992083420866895e-18
1175,1.6729131968595823e-11
1177,2.0764250763249947e-08
1178,3.8056016671284e-10
1181,1.1785811693698633e-05
1184,0.4823204576969147
1186,5.904058343730867e-05
1187,0.06122288480401039
1188,2.483001397849933e-18
1192,2.1008148427250836e-14
1195,0.7972011566162109
1196,0.0
1199,3.097404623986222e-05
1203,0.00010861234477488324
1213,0.0
1214,9.148063327302225e-06
1217,0.0
1218,0.005603759549558163
1220,0.0
1223,3.324557296124908e-10
1226,2.6538696147326846e-06
1234,0.0001549981680000201
1240,0.007876374758780003
1241,1.5230565069632987e-15
1242,4.026472879559151e-07
1246,6.463289562705149e-15
1248,0.0
1252,0.4119718074798584
1253,0.0024835795629769564
1254,2.0095407989720225e-23
1257,0.4870624244213104
1259,0.028369497507810593
1263,3.33455062673238e-07
1267,0.17399482429027557
1272,0.0
1276,0.0
1281,0.0009133174316957593
1282,1.1430205404394655e-06
1285,0.08636784553527832
1287,0.024197334423661232
1288,4.3472719430794453e-20
1291,5.416964755445078e-14
1292,0.0
1293,0.0
1294,0.6680855751037598
1296,0.00015939143486320972
1298,0.0
1302,0.061513371765613556
1305,0.0
1308,1.0190603569326662e-11
1314,7.274951713043265e-06
1315,0.0
1320,0.6274893879890442
1321,0.00587849598377943
1325,0.009912874549627304
1326,0.009348777122795582
1328,0.0
1330,0.0002917592355515808
1331,0.08954348415136337
1332,0.0030773102771490812
1333,1.5338957837229827e-07
1334,2.6708676936770814e-10
1335,1.1244777851970866e-05
1336,0.10640442371368408
1337,2.2680886682668877e-11
1338,2.8151214792160317e-05
1342,0.0
1343,2.7079546614674147e-21
1346,0.00029800814809277654
1352,6.12808737088244e-09
1356,0.000149517843965441
1357,0.0
1359,1.6525655155419372e-07
1360,8.126383363560308e-06
1361,0.0
1363,0.0001337137073278427
1366,9.259940270567313e-06
1367,0.0
1370,0.0005676256259903312
1374,6.924375338712707e-05
1375,3.448623302519385e-32
1379,0.0002652062685228884
1382,0.35589900612831116
1388,0.0004908684059046209
1392,8.430812158621848e-06
1393,0.0037659844383597374
1394,0.0
1401,0.0014170678332448006
1405,1.3831969454258797e-06
1407,4.3836972940525243e-10
1408,0.0
1409,1.4987826943979599e-05
1410,1.141331722465111e-05
1413,1.983576657549301e-31
1414,0.3079986870288849
1415,5.912767659830851e-39
1417,0.0005146214389242232
1418,0.019799957051873207
1419,0.16694363951683044
1422,0.8559625744819641
1427,0.000861368840560317
1428,0.007300758734345436
1432,4.712349895063042e-14
1435,0.4599154591560364
1438,2.0593830228376717e-26
1442,4.805907281472632e-25
1443,1.1866895487100404e-11
1446,2.1022955479566008e-05
1447,6.369852781062946e-05
1450,1.4698399442014676e-10
1451,0.008309358730912209
1454,0.0
1456,0.022935783490538597
1458,4.265818435116161e-15
1462,7.238415590122373e-19
1465,1.4003433647729118e-19
1469,0.6043500900268555
1470,0.6042519807815552
1471,7.2655950589251e-08
1473,4.501608054852113e-05
1474,0.21259255707263947
1478,0.03706662356853485
1479,0.872683048248291
1486,0.00012760127719957381
1496,0.0
1500,0.0008332680445164442
1503,0.0007127824937924743
1511,1.759794820117123e-22
1516,2.6298494049115106e-07
1520,0.0
1529,0.00048526705359108746
1534,0.0
1538,0.08794707804918289
1551,0.08274942636489868
1554,1.6530833646388743e-10
1559,0.00037861315649934113
1560,0.07631807029247284
1562,1.0035311248657308e-07
1564,0.0
1565,0.00032490695593878627
1567,1.3722412149728275e-13
1570,0.28788113594055176
1571,0.003578552510589361
1575,0.3211138844490051
1580,0.043936360627412796
1586,0.0001900286297313869
1588,0.040194056928157806
1591,0.0
1596,0.006291997618973255
1598,0.0009374749497510493
1599,1.714692743348678e-08
1602,2.06058942353593e-07
1605,1.383813619248997e-10
1606,0.20584189891815186
1607,0.0009521042229607701
1611,0.0
1613,0.0
1615,0.0
1616,0.0012373904464766383
1619,0.00811214093118906
1622,1.742706749591233e-29
1624,6.77336793160066e-05
1626,0.0001544534752611071
1632,0.0
1634,3.3785695811360884e-16
1636,0.014273311011493206
1637,0.00015473001985810697
1639,0.0
1640,0.0
1641,0.0
1642,2.3481376842937607e-07
1645,1.9084385712631047e-05
1647,1.2454405284856307e-09
1648,0.0
1649,6.05335026193643e-06
1652,6.631746032326191e-07
1657,0.024808581918478012
1666,0.0012142666382715106
1668,0.03525852411985397
1673,0.00034869881346821785
1674,8.664880008706255e-39
1676,2.2221269691934803e-13
1681,6.388402198354015e-07
1693,0.0
1694,0.0
1695,0.0
1697,6.459666565206135e-06
1698,0.00018317994545213878
1699,2.3863853601535645e-11
1702,0.0
1707,8.943210559664294e-05
1709,0.017440645024180412
1710,0.019672464579343796
1711,1.7629164794641383e-10
1714,0.01734169013798237
1718,1.5003557564341463e-05
1721,1.4444599075015874e-25
1722,3.192078220672079e-13
1723,0.0010123366955667734
1728,0.0
1730,5.227069603254263e-22
1733,0.04996756836771965
1736,0.013672174885869026
1737,0.00037653130129911005
1739,0.00010257844405714422
1762,0.21826909482479095
1764,0.06753706187009811
1765,0.003123647067695856
1766,2.538056872634434e-33
1767,0.0
1770,0.23038020730018616
1774,0.0953698456287384
1775,0.0007746859919279814
1777,0.0024725112598389387
1780,0.0025808438658714294
1784,0.0023256472777575254
1787,3.004613051416083e-12
1789,7.248136715861768e-28
1794,4.899728196505748e-07
1795,0.020437167957425117
1796,2.0627176127163693e-06
1799,0.2549869120121002
1800,2.7291526243783393e-13
1801,0.000914607138838619
1802,0.2023945152759552
1804,0.00035956624196842313
1807,6.675247465892653e-09
1808,0.01993023231625557
1813,0.004477520938962698
1815,0.698289155960083
1816,3.421104372014483e-11
1817,0.038112200796604156
1821,0.0
1829,1.288888029193913e-06
1833,5.789031547465129e-06
1834,1.7785036952270433e-13
1836,0.0024368830490857363
1842,0.0010017667664214969
1845,0.0013586351415142417
1846,1.0092603835998304e-12
1847,1.121210155968777e-11
1848,0.0008985059102997184
1849,0.0
1851,1.9385391649383264e-21
1853,0.001256837509572506
1855,0.004592134617269039
1857,0.009408246725797653
1862,0.12964527308940887
1863,0.0
1865,2.3028196665109135e-05
1867,0.030401021242141724
1868,7.355011672190168e-27
1872,0.0
1876,7.221121632028371e-05
1879,0.0
1884,5.014367254752017e-10
1885,2.790918607331605e-08
1886,0.01908639445900917
1888,0.0
1893,0.0
1897,0.014347809366881847
1898,0.7990346550941467
1899,0.004598730709403753
1900,0.0001115266713895835
1902,1.5942436260019122e-09
1907,1.5632888317185234e-09
1908,0.0
1910,0.0032131713815033436
1912,0.002612100914120674
1915,0.011864596977829933
1916,0.0
1923,0.0
1925,6.687675522698555e-06
1926,0.10696975141763687
1929,0.0006266156560741365
1930,2.2105091375124175e-06
1931,0.00039523272425867617
1932,8.065099423421018e-25
1934,0.0959632396697998
1937,0.1992933303117752
1938,1.5857451463041627e-10
1941,3.504648664316723e-28
1943,0.03293595090508461
1945,3.404835808851203e-07
1948,0.0020042937248945236
1949,7.980213473790554e-23
1957,9.227336672523734e-10
1960,6.736823077032282e-16
1962,0.00026371158310212195
1967,0.0
1968,3.780053958735152e-08
1970,0.0169269610196352
1978,3.513998536597285e-10
1979,1.607764222162685e-25
1981,0.2913433611392975
1982,0.0
1991,0.003998405300080776
1997,9.182610227753685e-08
2000,5.758033148595132e-05
2001,1.366583848036798e-13
2003,3.626497366293613e-11
2008,0.4081661105155945
2011,0.14035922288894653
2013,0.0
2014,0.0003011855005752295
2015,1.3828657843250884e-37
2019,4.4064232785582386e-14
2020,0.0
2027,0.07231000065803528
2029,5.0843696953961626e-05
2035,1.2184731576578983e-13
2037,1.9409212803048366e-14
2038,9.151731461543022e-08
2039,0.01212393306195736
2041,8.385651199205313e-06
2042,0.006594664882868528
2045,0.13632693886756897
2046,0.003290332155302167
2049,0.0007061403593979776
2050,1.578581986905192e-06
2051,0.0
2054,4.536770216465464e-21
2056,0.0
2060,0.0
2062,1.2959997650016611e-20
2064,9.651889479637019e-17
2065,0.0
2071,9.267820132663473e-06
2077,1.5281474974315756e-09
2078,0.00024487587506882846
2084,3.1251613710064907e-12
2087,0.21088050305843353
2088,0.00033664662623777986
2089,0.0
2092,0.0
2093,0.0
2095,6.066437395089988e-17
2098,0.06453362107276917
2099,0.09097873419523239
2102,0.0
2103,0.0
2105,0.0
2107,0.0
2108,0.01985088177025318
2109,0.002032090909779072
2114,1.721828235545786e-11
2117,0.0
2119,0.0
2122,4.175325408316036e-21
2124,5.2354822400957346e-05
2128,0.0
2129,0.0
2130,4.780587303798711e-08
2132,0.014058385975658894
2138,0.09157056361436844
2141,0.1350742131471634
2142,1.330367309965714e-35
2145,0.043675750494003296
2146,0.0010922685032710433
2147,0.0
2148,0.0
2150,5.824574523370762e-28
2151,0.0
2152,0.0013105182442814112
2154,1.1276727512633465e-21
2157,0.0
2162,0.40063202381134033
2163,0.0
2165,0.001932048355229199
2167,0.4311162829399109
2169,2.242636033436626e-29
2171,0.00022534864547196776
2177,9.768087920747348e-07
2180,1.2769683043183794e-13
2181,0.0002086396561935544
2184,4.1443172449362464e-06
2186,0.0
2188,0.0
2192,0.0
2193,8.416574814873456e-08
2195,4.738628831546521e-06
2201,2.1404613870546866e-36
2203,0.0
2204,1.5670265085532264e-09
2205,0.001597753493115306
2206,0.31706225872039795
2207,1.9055527027959575e-29
2209,0.002406930085271597
2212,0.0
2216,1.442782545656283e-22
2221,0.41565507650375366
2222,5.069535836810246e-05
2223,5.098592446677042e-13
2224,7.438520632785384e-11
2226,0.0
2228,0.0
2231,1.2129836473072008e-18
2234,0.0
2235,0.0
2236,9.929467025798594e-20
2237,0.2280912846326828
2241,9.699731162982062e-05
2243,0.01950261928141117
2251,1.2134121485374294e-10
2252,3.4612828585522948e-06
2253,2.09391442288759e-25
2254,0.007197892758995295
2256,0.0020992883946746588
2257,0.004652669187635183
2258,1.9468033955749586e-12
2260,1.761072532445511e-20
2261,1.9270809313532908e-14
2264,5.401608682024536e-34
2268,0.2013876736164093
2276,0.40625080466270447
2277,0.02708541229367256
2287,0.002380784833803773
2289,3.401894434554298e-12
2291,0.003580539021641016
2293,7.82203787821345e-05
2294,1.3460100475963968e-17
2298,0.01694231666624546
2300,0.0
2301,4.7595707997061254e-07
2304,0.0
2306,0.0002818324719555676
2307,7.52005071262829e-05
2308,0.0
2309,5.5586428970855195e-06
2310,0.0
2315,6.799632257519638e-18
2318,0.0
2320,0.0007197174709290266
2321,1.3994824721828836e-13
2322,0.056129731237888336
2324,0.043499551713466644
2325,3.685359160954249e-06
2327,9.612613212084398e-07
2330,1.2422675354173407e-05
2334,0.00391532015055418
2338,2.1458304043008842e-23
2341,3.922531277567032e-07
2342,0.0
2343,1.9484447364056247e-35
2350,3.047853090831488e-22
2353,0.06410568952560425
2354,0.030421942472457886
2355,0.0
2357,1.2556040474009933e-06
2358,4.8363198620315485e-20
2359,0.0
2360,1.4790592786084744e-06
2361,4.841571143998635e-09
2362,0.005806948523968458
2363,0.0
2364,0.015407810918986797
2365,0.004395335912704468
2366,0.29611802101135254
2367,0.0
2368,0.00021034947712905705
2370,0.0
2378,0.0038874130696058273
2380,0.0
2384,1.2006772089219874e-27
2385,0.0
2386,1.7677876188311155e-15
2387,3.885283650362226e-09
2388,0.0
2393,0.0
2397,0.0002124319289578125
2398,1.0417769391354967e-15
2403,0.0
2404,0.11717336624860764
2407,5.482284905156121e-06
2409,0.0032618821132928133
2414,0.00043809108319692314
2417,0.03551843762397766
2418,2.483208348099436e-19
2420,0.00011096952221123502
2422,0.0
2424,0.046557020395994186
2425,0.0005087977042421699
2429,0.0
2431,6.112117308515235e-28
2432,0.003396399086341262
2434,2.4903358618152606e-24
2436,0.0028104884549975395
2440,0.02405918948352337
2442,0.17603462934494019
2444,2.7979012884316035e-07
2452,0.005136176943778992
2453,6.574641937058705e-31
2454,0.0
2455,0.0
2460,0.013634738512337208
2461,0.001054193708114326
2464,0.0
2473,0.0
2474,1.7749059972794666e-19
2475,0.0
2476,0.1715507060289383
2477,0.0033597720321267843
2480,1.029147409058236e-18
2482,9.032660273078363e-06
2484,0.13061577081680298
2487,4.5322374867852455e-14
2489,6.064967818905143e-21
2490,0.032528337091207504
2491,0.2510927617549896
2493,0.2824428975582123
2494,9.817427780944854e-05
2499,0.23551814258098602
2502,0.0030665919184684753
2505,6.908614426487926e-39
2513,1.4644997020640815e-11
2515,0.0
2517,0.016343677416443825
2518,0.02896946296095848
2519,0.0
2520,3.608383485698141e-05
2521,3.3722888019838138e-06
2525,0.7868245244026184
2527,0.04333225265145302
2530,3.50492809957359e-05
2533,0.0
2535,0.17976325750350952
2537,0.9060083627700806
2543,3.058273432543501e-05
2551,0.0
2559,0.07038216292858124
2566,0.05643751099705696
2569,4.0280583561980166e-06
2572,0.5046527981758118
2573,0.1952018141746521
2574,1.4782368173505214e-15
2576,1.1546406907378415e-34
2581,0.13480345904827118
2586,0.010076840408146381
2587,0.0001885846140794456
2588,7.928271770651918e-06
2594,8.675163215012775e-17
2597,2.152241229680385e-08
2598,0.0344080775976181
2603,2.7419156762709016e-20
2606,0.0
2607,6.272519066822062e-22
2608,9.061179575769516e-21
2609,3.9490091752192313e-11
2615,6.487037036012611e-12
2617,0.00017152263899333775
2619,0.07332731783390045
2622,2.4826996110447476e-32
2623,0.004421823658049107
2625,0.0
2629,0.07013049721717834
2634,1.3664820607881694e-32
2637,0.002994827227666974
2638,0.0
2642,2.0676163939875145e-19
2644,0.10430895537137985
2650,0.057755522429943085
2651,4.198651981646151e-10
2652,1.0123626104874532e-38
2653,0.01302352361381054
2658,0.010351667180657387
2660,5.87941576668527e-05
2664,0.0
2665,2.9648443491237533e-26
2672,4.533668729322926e-08
2674,1.0721598719953818e-08
2675,0.0
2677,0.00015652677393518388
2679,0.36468732357025146
2681,0.5257055163383484
2683,0.0006036319537088275
2685,1.0470381506255677e-11
2686,1.093540181333391e-15
2690,3.1061568248058613e-12
2691,1.782724893928389e-06
2695,0.009234338998794556
2697,0.0008182894671335816
2698,0.00044912315206602216
2699,0.0001576549984747544
2704,3.2450877540668444e-09
2713,0.0
2715,0.042085565626621246
2716,0.1605033278465271
2718,1.0227979758709732e-13
2721,0.0
2726,1.9277504683041978e-36
2728,7.447796592573532e-17
2729,3.074913547607139e-05
2730,2.159353689026907e-24
2733,1.2190454808796991e-12
2735,1.676589272392448e-05
2736,5.761507055309785e-35
2737,0.005178806371986866
2740,0.0607089139521122
2741,0.004488262813538313
2742,0.37233930826187134
2744,3.48804429783911e-09
2750,0.30759841203689575
2751,1.888823915372986e-18
2752,0.00011541331332409754
2753,0.042898669838905334
2757,2.8249389219357967e-22
2758,0.0
2760,9.881875997824405e-16
2761,7.942709999042563e-06
2765,0.002521869260817766
2767,0.004649353679269552
2769,6.0206484704394825e-06
2770,0.000952133210375905
2772,3.263447089687175e-32
2774,3.3138239561998698e-34
2775,2.329500694176357e-14
2776,0.0
2777,0.0014391320291906595
2778,1.4143445598631082e-19
2780,1.3293776886594277e-13
2788,2.0992837036179794e-15
2790,0.0002479280228726566
2791,0.0022926386445760727
2792,0.02018221840262413
2793,0.0
2797,0.10341139882802963
2798,6.426228537748102e-06
2799,0.0005459274398162961
2802,9.336635631296275e-11
2803,0.04514607414603233
2804,1.145618516441783e-22
2807,0.0
2811,0.0
2814,1.9759431627828923e-37
2815,0.00011693473061313853
2820,6.166470848256722e-05
2826,8.106373350358353e-09
2827,0.0
2828,7.716521172040913e-11
2829,0.0
2832,0.02159379981458187
2833,0.0
2834,0.006759901996701956
2836,0.0
2837,7.68900870681658e-36
2843,0.05377065762877464
2844,0.002068718196824193
2845,1.514013159701938e-16
2846,0.03168259561061859
2848,0.0
2849,0.0
2850,7.102936069713905e-05
2853,3.358973950357393e-15
2856,0.8369209170341492
2858,0.0005872342735528946
2859,0.0006767706945538521
2861,0.0005632429965771735
2862,0.218870148062706
2864,0.0017243557376787066
2867,0.19298093020915985
2869,2.80208291769668e-06
2870,0.0015366049483418465
2876,0.0
2883,0.005000891163945198
2884,0.5161945819854736
2885,0.0
2886,0.0
2890,2.0942634681212848e-20
2892,3.3321632058861506e-21
2893,0.0
2897,0.7853856682777405
2898,0.022106768563389778
2901,0.03154933452606201
2902,0.0
2903,1.2759070309348653e-20
2904,5.6180798679861255e-08
2907,0.0
2909,4.532139064394869e-05
2911,1.7538870622502145e-07
2912,0.05401451885700226
2914,6.605380057599829e-18
2916,0.0005862432881258428
2917,3.7269985114881437e-34
2919,0.13503208756446838
2920,0.0
2922,5.766137434193297e-08
2927,0.016380514949560165
2933,0.035637613385915756
2935,0.0
2939,0.00016260534175671637
2941,0.006277929060161114
2942,0.0006576047744601965
2944,0.039009079337120056
2945,0.1642366349697113
2949,0.0
2952,0.0
2954,0.12042181938886642
2957,9.932121097788738e-12
2958,0.0
2961,0.02264142967760563
2962,0.024068664759397507
2964,2.4974420739454217e-05
2966,0.0
2971,1.0012611399712323e-12
2972,3.238478166167624e-05
2974,1.57164167492565e-17
2975,6.924632907612249e-05
2979,0.0
2980,0.3085376024246216
2982,5.486301688506501e-06
2984,4.669396730605513e-06
2987,0.0
2989,1.3994901564728934e-05
2994,0.0
2998,5.772274658255583e-09
2999,1.1506213013490196e-05
3001,0.17232845723628998
3004,0.5553430914878845
3012,0.0
3013,1.5954287423647149e-18
3018,1.2265921222457163e-21
3020,0.0
3025,1.4776881107625428e-10
3027,0.0009291268652305007
3029,0.0
3030,8.689403085959668e-10
3033,0.0
3036,0.00036068991175852716
3038,1.4025630656888666e-10
3040,0.006039255764335394
3041,0.005644666962325573
3044,0.11495555937290192
