Id,Category
697,1
698,1
699,2
700,1
701,2
702,3
703,3
704,1
705,1
706,1
707,3
708,4
709,4
710,4
711,2
712,1
713,1
714,4
715,3
716,1
717,4
718,2
719,2
720,3
721,4
722,1
723,3
724,2
725,4
726,2
727,3
728,4
729,3
730,2
731,3
732,4
733,1
734,1
735,3
736,3
737,2
738,3
739,2
740,2
741,3
742,2
743,1
744,1
745,0
746,2
747,4
748,2
749,3
750,2
751,0
752,3
753,3
754,3
755,2
756,4
757,2
758,0
759,3
760,4
761,0
762,4
763,0
764,3
765,3
766,4
767,0
768,4
769,0
770,3
771,2
772,3
773,2
774,4
775,2
776,2
777,1
778,2
779,2
780,1
781,2
782,3
783,3
784,4
785,0
786,3
787,2
788,0
789,1
790,1
791,0
792,2
793,0
794,1
795,4
796,2
797,1
798,0
799,0
800,2
801,0
802,0
803,2
804,0
805,4
806,1
807,0
808,4
809,1
810,3
811,1
812,2
813,0
814,1
815,2
816,2
817,2
818,3
819,1
820,0
821,1
822,2
823,3
824,1
825,2
826,0
827,0
828,4
829,2
830,2
831,3
832,1
833,4
834,4
835,4
836,0
837,0
838,4
839,4
840,2
841,3
842,0
843,4
844,3
845,1
846,0
847,0
848,2
849,4
850,4
851,0
852,1
853,2
854,0
855,1
856,1
857,0
858,0
859,1
860,2
861,3
862,4
863,0
864,1
865,4
866,2
867,3
868,2
869,1
870,2
871,4
872,2
873,2
874,3
875,3
876,1
877,2
878,3
879,3
880,4
881,0
882,2
883,0
884,3
885,3
886,4
887,1
888,3
889,0
890,2
891,4
892,1
893,1
894,4
895,3
896,3
897,3
898,4
899,3
900,1
901,1
902,3
903,2
904,3
905,0
906,2
907,4
908,4
909,0
910,1
911,0
912,4
913,3
914,0
915,0
916,0
917,3
918,3
919,1
920,3
921,1
922,2
923,0
924,0
925,3
926,2
927,3
928,1
929,4
930,1
931,2
932,1
933,4
934,3
935,2
936,1
937,4
938,4
939,3
940,1
941,1
942,3
943,2
944,2
945,0
946,4
947,3
948,2
949,2
950,1
951,3
952,4
953,2
954,1
955,4
956,0
957,0
958,3
959,3
960,2
961,1
962,2
963,1
964,1
965,2
966,2
967,2
968,0
969,1
970,3
971,1
972,3
973,4
974,1
975,2
976,1
977,3
978,2
979,4
980,1
981,3
982,1
983,0
984,1
985,0
986,3
987,2
988,4
989,0
990,3
991,3
992,2
993,2
994,4
995,3
996,1
997,4
998,0
999,1
1000,1
1001,0
1002,4
1003,0
1004,4
1005,1
1006,4
1007,2
1008,0
1009,2
1010,2
1011,4
1012,4
1013,0
1014,2
1015,3
1016,3
1017,4
1018,3
1019,3
1020,2
1021,1
1022,4
1023,0
1024,1
1025,4
1026,0
1027,3
1028,0
1029,0
1030,0
1031,2
1032,1
1033,1
1034,3
1035,2
1036,0
1037,2
1038,3
1039,4
1040,3
1041,1
1042,4
1043,3
1044,0
1045,4
1046,1
1047,4
1048,2
1049,1
1050,4
1051,4
1052,1
1053,3
1054,2
1055,3
1056,2
1057,4
1058,4
1059,4
1060,3
1061,3
1062,1
1063,4
1064,0
1065,2
1066,4
1067,0
1068,3
1069,2
1070,1
1071,0
1072,0
1073,1
1074,4
1075,3
1076,1
1077,2
1078,4
1079,4
1080,1
1081,3
1082,3
1083,0
1084,4
1085,3
1086,2
1087,3
1088,3
1089,0
1090,4
1091,2
1092,3
1093,3
1094,1
1095,3
1096,1
1097,2
1098,3
1099,0
1100,3
1101,2
1102,3
1103,3
1104,0
1105,3
1106,4
1107,4
1108,2
1109,1
1110,4
1111,2
1112,3
1113,4
1114,3
1115,3
1116,1
1117,3
1118,2
1119,0
1120,3
1121,1
1122,1
1123,3
1124,2
1125,1
1126,3
1127,3
1128,1
1129,3
1130,3
1131,3
1132,3
1133,0
1134,3
1135,1
1136,1
1137,0
1138,0
1139,3
1140,4
1141,0
1142,1
1143,1
1144,0
1145,3
1146,3
1147,2
1148,1
1149,2
1150,3
1151,3
1152,2
1153,3
1154,1
1155,2
1156,3
1157,0
1158,2
1159,4
1160,0
1161,4
1162,0
1163,3
1164,3
1165,2
1166,1
1167,4
1168,3
1169,4
1170,2
1171,3
1172,1
1173,2
1174,4
1175,0
1176,2
1177,2
1178,1
1179,1
1180,2
1181,0
1182,4
1183,4
1184,1
1185,0
1186,3
1187,1
1188,2
1189,0
1190,2
1191,2
1192,2
1193,3
1194,3
1195,4
1196,3
1197,1
1198,1
1199,1
1200,3
1201,0
1202,1
1203,2
1204,4
1205,1
1206,3
1207,2
1208,2
1209,1
1210,3
1211,1
1212,2
1213,3
1214,3
1215,0
1216,1
1217,0
1218,2
1219,3
1220,3
1221,1
1222,3
1223,3
1224,4
1225,0
1226,0
1227,1
1228,0
1229,4
1230,0
1231,0
1232,4
1233,1
1234,0
1235,2
1236,3
1237,4
1238,1
1239,0
1240,0
1241,2
1242,4
1243,2
1244,4
1245,0
1246,4
1247,2
1248,0
1249,4
1250,3
1251,1
1252,2
1253,4
1254,4
1255,0
1256,4
1257,0
1258,3
1259,2
1260,4
1261,2
1262,0
1263,2
1264,4
1265,2
1266,2
1267,2
1268,2
1269,4
1270,2
1271,3
1272,2
1273,2
1274,0
1275,2
1276,4
1277,3
1278,4
1279,2
1280,1
1281,0
1282,4
1283,4
1284,1
1285,3
1286,3
1287,2
1288,4
1289,3
1290,0
1291,2
1292,2
1293,0
1294,3
1295,1
1296,4
1297,1
1298,2
1299,1
1300,4
1301,3
1302,3
1303,1
1304,1
1305,4
1306,1
1307,3
1308,0
1309,1
1310,3
1311,2
1312,4
1313,3
1314,0
1315,1
1316,0
1317,0
1318,1
1319,4
1320,4
1321,3
1322,2
1323,3
1324,0
1325,3
1326,3
1327,0
1328,3
1329,0
1330,2
1331,3
1332,4
1333,4
1334,2
1335,3
1336,1
1337,0
1338,4
1339,3
1340,3
1341,3
1342,4
1343,3
1344,3
1345,2
1346,4
1347,1
1348,3
1349,3
1350,0
1351,1
1352,4
1353,0
1354,1
1355,1
1356,0
1357,0
1358,0
1359,4
1360,4
1361,1
1362,0
1363,1
1364,0
1365,2
1366,1
1367,0
1368,0
1369,2
1370,4
1371,0
1372,4
1373,4
1374,3
1375,0
1376,3
1377,1
1378,4
1379,2
1380,0
1381,1
1382,4
1383,0
1384,2
1385,1
1386,2
1387,0
1388,1
1389,3
1390,0
1391,4
1392,4
1393,4
1394,4
1395,2
1396,0
1397,4
1398,0
1399,2
1400,1
1401,1
1402,4
1403,1
1404,2
1405,4
1406,3
1407,4
1408,0
1409,3
1410,4
1411,4
1412,2
1413,4
1414,1
1415,0
1416,3
1417,0
1418,4
1419,0
1420,3
1421,2
1422,1
1423,1
1424,3
1425,3
1426,3
1427,2
1428,4
1429,3
1430,3
1431,0
1432,3
1433,0
1434,3
1435,3
1436,4
1437,2
1438,2
1439,0
1440,0
1441,4
1442,2
1443,1
1444,1
1445,1
1446,3
1447,3
1448,1
1449,1
1450,3
1451,2
1452,1
1453,0
1454,1
1455,3
1456,0
1457,0
1458,2
1459,2
1460,2
1461,3
1462,2
1463,0
1464,2
1465,2
1466,2
1467,2
1468,2
1469,0
1470,2
1471,1
1472,2
1473,0
1474,2
1475,2
1476,3
1477,4
1478,1
1479,1
1480,0
1481,2
1482,1
1483,3
1484,1
1485,3
1486,2
1487,4
1488,0
1489,2
1490,1
1491,2
1492,1
1493,2
1494,0
1495,0
1496,3
1497,1
1498,4
1499,1
1500,4
1501,0
1502,3
1503,4
1504,4
1505,2
1506,3
1507,4
1508,4
1509,4
1510,1
1511,1
1512,4
1513,0
1514,1
1515,1
1516,0
1517,4
1518,1
1519,4
1520,0
1521,0
1522,4
1523,1
1524,1
1525,1
1526,0
1527,1
1528,3
1529,2
1530,4
1531,3
1532,0
1533,0
1534,1
1535,3
1536,0
1537,4
1538,0
1539,4
1540,0
1541,4
1542,4
1543,1
1544,4
1545,1
1546,3
1547,3
1548,1
1549,2
1550,2
1551,4
1552,0
1553,3
1554,0
1555,1
1556,2
1557,3
1558,0
1559,3
1560,2
1561,1
1562,0
1563,4
1564,2
1565,4
1566,2
1567,0
1568,2
1569,4
1570,0
1571,4
1572,4
1573,1
1574,3
1575,3
1576,0
1577,3
1578,0
1579,3
1580,3
1581,2
1582,0
1583,1
1584,1
1585,4
1586,2
1587,4
1588,4
1589,1
1590,1
1591,3
1592,2
1593,4
1594,3
1595,3
1596,1
1597,2
1598,1
1599,4
1600,3
1601,0
1602,4
1603,3
1604,4
1605,0
1606,3
1607,2
1608,2
1609,3
1610,1
1611,4
1612,4
1613,0
1614,0
1615,1
1616,3
1617,0
1618,1
1619,4
1620,1
1621,0
1622,3
1623,4
1624,0
1625,0
1626,1
1627,0
1628,0
1629,2
1630,0
1631,0
1632,0
1633,0
1634,4
1635,0
1636,0
1637,3
1638,4
1639,4
1640,0
1641,0
1642,4
1643,0
1644,0
1645,4
1646,1
1647,0
1648,0
1649,4
1650,1
1651,1
1652,1
1653,3
1654,3
1655,4
1656,2
1657,3
1658,3
1659,4
1660,2
1661,0
1662,2
1663,4
1664,2
1665,3
1666,4
1667,1
1668,4
1669,4
1670,0
1671,3
1672,4
1673,0
1674,1
1675,3
1676,2
1677,4
1678,0
1679,2
1680,3
1681,1
1682,2
1683,1
1684,0
1685,3
1686,4
1687,0
1688,4
1689,2
1690,1
1691,3
1692,3
1693,4
1694,1
1695,2
1696,2
1697,2
1698,2
1699,4
1700,2
1701,0
1702,0
1703,1
1704,4
1705,0
1706,2
1707,0
1708,3
1709,2
1710,0
1711,3
1712,3
1713,4
1714,2
1715,3
1716,2
1717,1
1718,0
1719,4
1720,1
1721,4
1722,4
1723,1
1724,1
1725,2
1726,3
1727,1
1728,1
1729,3
1730,1
1731,3
1732,0
1733,1
1734,4
1735,2
1736,1
1737,0
1738,2
1739,2
1740,3
1741,2
1742,1
1743,2
1744,1
1745,4
1746,3
1747,0
1748,4
1749,4
1750,2
1751,3
1752,2
1753,0
1754,4
1755,0
1756,2
1757,4
1758,2
1759,4
1760,2
1761,4
1762,3
1763,0
1764,2
1765,0
1766,1
1767,4
1768,0
1769,4
1770,3
1771,0
1772,2
1773,2
1774,2
1775,0
1776,0
1777,4
1778,2
1779,1
1780,3
1781,1
1782,0
1783,3
1784,3
1785,4
1786,2
1787,0
1788,3
1789,2
1790,2
1791,3
1792,0
1793,3
1794,0
1795,0
1796,2
1797,1
1798,4
1799,3
1800,2
1801,2
1802,0
1803,1
1804,2
1805,3
1806,3
1807,4
1808,3
1809,0
1810,0
1811,2
1812,4
1813,4
1814,4
1815,4
1816,0
1817,1
1818,2
1819,0
1820,2
1821,2
1822,3
1823,2
1824,4
1825,3
1826,3
1827,1
1828,0
1829,1
1830,4
1831,2
1832,0
1833,4
1834,1
1835,2
1836,2
1837,1
1838,3
1839,1
1840,0
1841,2
1842,3
1843,3
1844,0
1845,1
1846,2
1847,4
1848,1
1849,3
1850,2
1851,2
1852,2
1853,1
1854,1
1855,2
1856,0
1857,1
1858,3
1859,1
1860,4
1861,0
1862,2
1863,0
1864,1
1865,0
1866,3
1867,0
1868,1
1869,3
1870,0
1871,1
1872,1
1873,1
1874,1
1875,3
1876,2
1877,2
1878,3
1879,0
1880,3
1881,0
1882,4
1883,3
1884,3
1885,3
1886,1
1887,4
1888,3
1889,4
1890,4
1891,1
1892,2
1893,0
1894,1
1895,3
1896,0
1897,3
1898,0
1899,4
1900,2
1901,2
1902,0
1903,0
1904,4
1905,3
1906,4
1907,3
1908,0
1909,0
1910,4
1911,0
1912,0
1913,2
1914,0
1915,3
1916,0
1917,0
1918,0
1919,4
1920,0
1921,2
1922,0
1923,4
1924,0
1925,3
1926,4
1927,1
1928,4
1929,4
1930,2
1931,1
1932,0
1933,4
1934,3
1935,3
1936,1
1937,4
1938,0
1939,0
1940,4
1941,1
1942,4
1943,4
1944,2
1945,4
1946,1
1947,2
1948,2
1949,3
1950,4
1951,4
1952,0
1953,1
1954,0
1955,3
1956,4
1957,4
1958,4
1959,4
1960,3
1961,1
1962,1
1963,1
1964,0
1965,3
1966,2
1967,4
1968,1
1969,3
1970,0
1971,1
1972,0
1973,4
1974,4
1975,2
1976,1
1977,2
1978,1
1979,4
1980,4
1981,0
1982,1
1983,2
1984,0
1985,4
1986,4
1987,1
1988,4
1989,3
1990,4
1991,4
1992,1
1993,4
1994,1
1995,2
1996,2
1997,4
1998,1
1999,0
2000,2
2001,4
2002,1
2003,0
2004,2
2005,1
2006,3
2007,3
2008,4
2009,1
2010,1
2011,4
2012,0
2013,3
2014,1
2015,2
2016,1
2017,3
2018,4
2019,0
2020,2
2021,0
2022,2
2023,4
2024,4
2025,3
2026,0
2027,4
2028,0
2029,1
2030,1
2031,4
2032,4
2033,4
2034,1
2035,0
2036,0
2037,4
2038,1
2039,4
2040,0
2041,3
2042,4
2043,1
2044,4
2045,0
2046,0
2047,1
2048,1
2049,0
2050,3
2051,1
2052,2
2053,1
2054,2
2055,1
2056,2
2057,4
2058,1
2059,4
2060,1
2061,1
2062,2
2063,1
2064,2
2065,0
2066,2
2067,1
2068,4
2069,0
2070,1
2071,2
2072,2
2073,1
2074,0
2075,4
2076,4
2077,4
2078,4
2079,0
2080,3
2081,0
2082,0
2083,0
2084,4
2085,3
2086,4
2087,4
2088,0
2089,1
2090,4
2091,4
2092,4
2093,3
2094,1
2095,4
2096,4
2097,1
2098,3
2099,1
2100,1
2101,4
2102,2
2103,1
2104,1
2105,1
2106,1
2107,4
2108,2
2109,3
2110,4
2111,4
2112,0
2113,2
2114,0
2115,3
2116,0
2117,1
2118,4
2119,0
2120,4
2121,1
2122,4
2123,1
2124,4
2125,4
2126,3
2127,4
2128,0
2129,1
2130,3
2131,4
2132,2
2133,2
2134,3
2135,0
2136,4
2137,0
2138,2
2139,0
2140,2
2141,1
2142,3
2143,4
2144,4
2145,1
2146,1
2147,2
2148,1
2149,2
2150,0
2151,3
2152,1
2153,1
2154,3
2155,1
2156,0
2157,3
2158,3
2159,1
2160,0
2161,0
2162,1
2163,1
2164,4
2165,3
2166,3
2167,4
2168,3
2169,3
2170,0
2171,2
2172,2
2173,0
2174,3
2175,2
2176,4
2177,3
2178,2
2179,3
2180,2
2181,3
2182,2
2183,1
2184,2
2185,0
2186,3
2187,3
2188,0
2189,2
2190,4
2191,4
2192,0
2193,0
2194,4
2195,0
2196,2
2197,2
2198,4
2199,0
2200,2
2201,0
2202,1
2203,1
2204,4
2205,2
2206,3
2207,3
2208,4
2209,2
2210,0
2211,2
2212,3
2213,1
2214,1
2215,4
2216,0
2217,4
2218,3
2219,3
2220,1
2221,1
2222,4
2223,3
2224,0
2225,2
2226,1
2227,4
2228,2
2229,4
2230,2
2231,2
2232,2
2233,0
2234,3
2235,0
2236,0
2237,3
2238,1
2239,2
2240,0
2241,1
2242,2
2243,2
2244,4
2245,4
2246,3
2247,3
2248,0
2249,2
2250,2
2251,3
2252,3
2253,2
2254,2
2255,1
2256,3
2257,2
2258,4
2259,1
2260,3
2261,2
2262,3
2263,0
2264,2
2265,0
2266,2
2267,0
2268,1
2269,2
2270,4
2271,0
2272,3
2273,4
2274,2
2275,0
2276,3
2277,4
2278,0
2279,0
2280,0
2281,4
2282,2
2283,0
2284,4
2285,2
2286,3
2287,0
2288,3
2289,0
2290,0
2291,3
2292,2
2293,4
2294,3
2295,4
2296,2
2297,2
2298,2
2299,3
2300,4
2301,3
2302,3
2303,4
2304,3
2305,2
2306,3
2307,3
2308,4
2309,3
2310,4
2311,4
2312,3
2313,3
2314,2
2315,3
2316,1
2317,4
2318,2
2319,4
2320,3
2321,4
2322,1
2323,4
2324,4
2325,0
2326,1
2327,1
2328,2
2329,1
2330,1
2331,2
2332,1
2333,2
2334,1
2335,2
2336,3
2337,3
2338,4
2339,2
2340,2
2341,0
2342,4
2343,3
2344,0
2345,3
2346,4
2347,2
2348,2
2349,2
2350,1
2351,1
2352,3
2353,3
2354,3
2355,4
2356,3
2357,1
2358,2
2359,1
2360,4
2361,4
2362,3
2363,0
2364,1
2365,2
2366,4
2367,3
2368,4
2369,2
2370,1
2371,1
2372,3
2373,0
2374,2
2375,1
2376,1
2377,0
2378,1
2379,3
2380,2
2381,2
2382,2
2383,2
2384,1
2385,4
2386,1
2387,3
2388,4
2389,4
2390,1
2391,0
2392,1
2393,1
2394,0
2395,4
2396,3
2397,3
2398,1
2399,1
2400,3
2401,4
2402,2
2403,1
2404,4
2405,1
2406,3
2407,4
2408,2
2409,1
2410,2
2411,1
2412,2
2413,1
2414,1
2415,4
2416,4
2417,1
2418,0
2419,4
2420,0
2421,2
2422,2
2423,1
2424,3
2425,1
2426,1
2427,1
2428,2
2429,2
2430,1
2431,2
2432,3
2433,0
2434,3
2435,3
2436,2
2437,1
2438,0
2439,4
2440,0
2441,2
2442,3
2443,3
2444,0
2445,2
2446,2
2447,4
2448,0
2449,2
2450,0
2451,4
2452,2
2453,4
2454,3
2455,2
2456,1
2457,0
2458,0
2459,4
2460,4
2461,2
2462,0
2463,0
2464,1
2465,3
2466,3
2467,1
2468,3
2469,2
2470,2
2471,2
2472,4
2473,4
2474,3
2475,0
2476,0
2477,4
2478,0
2479,2
2480,2
2481,4
2482,4
2483,4
2484,2
2485,0
2486,3
2487,3
2488,3
2489,0
2490,1
2491,2
2492,4
2493,4
2494,1
2495,3
2496,2
2497,0
2498,0
2499,2
2500,1
2501,4
2502,4
2503,2
2504,1
2505,1
2506,2
2507,1
2508,1
2509,4
2510,3
2511,4
2512,1
2513,4
2514,1
2515,4
2516,2
2517,2
2518,1
2519,0
2520,2
2521,2
2522,0
2523,2
2524,3
2525,3
2526,1
2527,2
2528,0
2529,0
2530,1
2531,1
2532,1
2533,1
2534,4
2535,3
2536,4
2537,4
2538,2
2539,2
2540,1
2541,4
2542,3
2543,0
2544,0
2545,1
2546,0
2547,1
2548,0
2549,0
2550,3
2551,2
2552,2
2553,1
2554,2
2555,4
2556,1
2557,2
2558,3
2559,4
2560,3
2561,0
2562,2
2563,1
2564,3
2565,1
2566,3
2567,1
2568,1
2569,2
2570,1
2571,2
2572,2
2573,2
2574,1
2575,0
2576,4
2577,2
2578,4
2579,3
2580,3
2581,4
2582,4
2583,3
2584,0
2585,2
2586,4
2587,0
2588,3
2589,2
2590,3
2591,0
2592,1
2593,4
2594,1
2595,2
2596,3
2597,1
2598,1
2599,1
2600,3
2601,0
2602,0
2603,2
2604,3
2605,1
2606,1
2607,2
2608,2
2609,3
2610,4
2611,0
2612,2
2613,0
2614,3
2615,0
2616,0
2617,3
2618,0
2619,0
2620,1
2621,1
2622,1
2623,0
2624,4
2625,4
2626,3
2627,1
2628,1
2629,3
2630,0
2631,0
2632,4
2633,1
2634,1
2635,0
2636,3
2637,3
2638,1
2639,2
2640,0
2641,3
2642,4
2643,1
2644,4
2645,0
2646,1
2647,1
2648,1
2649,1
2650,1
2651,0
2652,2
2653,1
2654,0
2655,4
2656,3
2657,4
2658,0
2659,2
2660,4
2661,1
2662,2
2663,2
2664,0
2665,1
2666,3
2667,1
2668,2
2669,4
2670,0
2671,1
2672,4
2673,0
2674,2
2675,3
2676,2
2677,1
2678,2
2679,2
2680,1
2681,1
2682,2
2683,0
2684,1
2685,4
2686,0
2687,2
2688,4
2689,2
2690,1
2691,1
2692,1
2693,2
2694,0
2695,3
2696,1
2697,2
2698,4
2699,1
2700,3
2701,0
2702,0
2703,2
2704,3
2705,4
2706,3
2707,0
2708,2
2709,3
2710,3
2711,1
2712,3
2713,0
2714,0
2715,3
2716,3
2717,3
2718,2
2719,1
2720,2
2721,3
2722,2
2723,1
2724,0
2725,4
2726,4
2727,4
2728,3
2729,0
2730,0
2731,1
2732,1
2733,4
2734,3
2735,0
2736,1
2737,0
2738,1
2739,1
2740,2
2741,2
2742,2
2743,2
2744,2
2745,1
2746,2
2747,4
2748,0
2749,3
2750,1
2751,4
2752,2
2753,1
2754,3
2755,4
2756,3
2757,0
2758,0
2759,4
2760,3
2761,3
2762,2
2763,0
2764,3
2765,1
2766,2
2767,3
2768,2
2769,4
2770,4
2771,1
2772,2
2773,4
2774,3
2775,0
2776,1
2777,4
2778,3
2779,2
2780,0
2781,1
2782,3
2783,1
2784,3
2785,3
2786,1
2787,0
2788,2
2789,0
2790,3
2791,2
2792,0
2793,3
2794,0
2795,1
2796,3
2797,1
2798,2
2799,1
2800,2
2801,4
2802,4
2803,4
2804,4
2805,4
2806,0
2807,4
2808,0
2809,2
2810,3
2811,1
2812,4
2813,1
2814,2
2815,2
2816,4
2817,1
2818,4
2819,4
2820,1
2821,2
2822,4
2823,2
2824,4
2825,2
2826,2
2827,2
2828,1
2829,3
2830,2
2831,4
2832,2
2833,2
2834,2
2835,1
2836,3
2837,0
2838,4
2839,4
2840,0
2841,2
2842,2
2843,0
2844,2
2845,0
2846,1
2847,1
2848,2
2849,0
2850,3
2851,4
2852,1
2853,4
2854,4
2855,4
2856,3
2857,2
2858,3
2859,0
2860,3
2861,4
2862,4
2863,3
2864,3
2865,2
2866,1
2867,0
2868,0
2869,0
2870,1
2871,2
2872,1
2873,0
2874,2
2875,4
2876,4
2877,0
2878,3
2879,4
2880,0
2881,3
2882,0
2883,1
2884,3
2885,1
2886,1
2887,1
2888,3
2889,2
2890,4
2891,1
2892,1
2893,4
2894,3
2895,2
2896,1
2897,3
2898,1
2899,3
2900,2
2901,1
2902,3
2903,0
2904,3
2905,0
2906,0
2907,3
2908,1
2909,2
2910,3
2911,2
2912,1
2913,0
2914,4
2915,4
2916,4
2917,1
2918,0
2919,1
2920,4
2921,3
2922,4
2923,0
2924,1
2925,3
2926,1
2927,2
2928,2
2929,1
2930,0
2931,4
2932,2
2933,2
2934,1
2935,4
2936,4
2937,0
2938,1
2939,1
2940,0
2941,1
2942,0
2943,1
2944,4
2945,4
2946,2
2947,0
2948,4
2949,1
2950,4
2951,1
2952,1
2953,1
2954,1
2955,4
2956,1
2957,1
2958,0
2959,2
2960,1
2961,1
2962,0
2963,0
2964,0
2965,1
2966,1
2967,1
2968,4
2969,1
2970,2
2971,4
2972,1
2973,1
2974,2
2975,0
2976,3
2977,2
2978,3
2979,4
2980,0
2981,0
2982,3
2983,2
2984,0
2985,2
2986,3
2987,0
2988,3
2989,4
2990,4
2991,4
2992,2
2993,0
2994,1
2995,3
2996,3
